"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BC4H847Q","book","2016","Bakker, Cok.; Montessori, Nicolina Montesano.","Complexity in Education : From Horror to Passion","","978-94-6300-764-1","","","","""This volume, the result of four years of work performed by the combined research groups of Utrecht University (Faculty of Humanities) and the HU Utrecht University of Applied Sciences (Faculty of Education), focuses on the central theme of ‘Normative Professionalization’. Drawing on a wide variety of scholars including Hannah Arendt, Gert Biesta, Harry Kunneman, Donald Schön and Chris Argyris, and engaging with professionalism, ethics, virtue and morality, this book builds the argument that learning to deal with complexity supports not only education but the personal development of teachers and the improvement of society and democracy as well. This volume presents research on a broad range of topics such as worldview education, co-teaching, moral authorship, traditional-reform perspectives on education, the discourse on citizenship, teacher education, and the question how to link religion and education. The research chapters explain the theoretical lensesand methodological approaches which have been employed to get a grip on complexity. The results have been interpreted in light of the concepts of horror complexitatis, amor complexitatis and dolor complexitatis. Guided by detailed research accounts of worldview descriptions provided by students and teachers, this framework has been enriched with the notion of a passio complexitatis. In the concluding chapters, the book advocates for an improved balance between the normative and instrumental professionalization of teachers, in order to create space for the improvement of pedagogical relations and processes and to reintroduce the moral dimensions of education. The claim throughout this book is that allowing for complexity in education – even going so far as to embrace it – is vital for the improvement of education, and a prerequisite for more authentic relationships (on the micro level) and the maintenance of a well-functioning democracy and a balanced society (on the macro level). This book is of interest to researchers and educators who are interested in normative professionalization, to qualitative and practice oriented researchers, to teachers and managers in primary, secondary and professional education, and to the wider public which is concerned with the significance of education for the development of a stable and sustainable society."".","2016","2026-02-02 18:47:44","2026-02-02 18:47:44","","","","","","","","","Education Series","","","","SensePublishers","Rotterdam","eng","","","","","","","Publication Title: Complexity in Education : From Horror to Passion","","","","Education","","","","","","","","","","","","","","","","","","","","","1st ed. 2016.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NBCKKYFH","journalArticle","2024","Ruschenpohler, Lilith","A review of science teaching approaches for equity focusing on race, class, and religion from the perspectives of Freire's and Arendt's theories of education","Science education (Salem, Mass.)","","0036-8326","","","This paper presents a literature review of science teaching approaches that seek to support equity in science classrooms, focusing on marginalization based on (i) race/ethnicity, (ii) social class/socioeconomic background, and (iii) religion. Considered were approaches that science teachers can use in science classes in secondary schools. They were analyzed and discussed against the backdrop of critical pedagogy by Paulo Freire and the educational theory by Hannah Arendt, which constitutes a novelty in science education research. The review used meta interpretation combined with systematic searches in the ERIC database. It is, thus, limited to works published in English. A total of 930 articles (2013–2021) were identified out of which 64 were fully analyzed. The analysis shows that most approaches strive to provide more equal access to the existing science knowledge and structures of the community. This corresponds to the introduction to the “old world” in a conservative interpretation of Arendt's term. I argue that in addition, it is necessary to employ a more radical interpretation of the “old world” as fundamentally plural which is done in translanguaging and grappling with racism. Further, the transformative nature of science education needs to be strengthened in terms of Freire's critical pedagogy and Arendt's concept of natality. This means allowing students to become aware of oppressive structures to induce change. Only youth participatory science, youth participatory action research, and grappling with racism explicitly aim for this. This shows that nuanced perspectives on equity in science education are needed.","2024","2026-02-02 18:47:44","2026-02-02 18:47:44","","1191-1221","","4","108","","","","","","","","Wiley","HOBOKEN","eng","2024 The Authors. Science Education published by Wiley Periodicals LLC.","","","","","","","","","","Teaching; Education & Educational Research; Pedagogy; Social Sciences; Educational Theories; Educational theory; Race; racial discrimination; Racism; religion and science; Science education; Science Teachers; secondary schools; social discrimination; teaching methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2EJQ4JZK","journalArticle","2006","Norris, Trevor","Hannah Arendt & Jean Baudrillard: Pedagogy in the Consumer Society","Studies in philosophy and education","","0039-3746","","","This paper considers the place of education within our ""consumers' society"", beginning with Hannah Arendt's account of the rise of consumerism to a position of political dominance and the resulting eclipse of public life. Connections are then made between Arendt's account of this rise and Jean Baudrillard's account of the postmodern proliferation of signs and the transformation of the sign into a commodity. This radical ""semiurgy"" accelerates into a self-referential series of signs which entails the loss of reality–it contributes to the disappearance of the human subjectivity behind the creation of images. I argue that Baudrillard does not respond adequately to the dynamic that he describes so well. By contrast, Arendt's concept of natality, I suggest, prepares the ground for a response to the forces of commodification that colonize the educational environment and threaten its critical possibilities. As youth and schools receive more and more attention from advertisers, students are sold by educational institutions to commercial interests who seek unfettered access to this ""captive audience"". Yet education is profoundly compromised when youths are viewed as consumers and not as a social investment, when education is viewed merely as an opportunity to secure a new market.","2006","2026-02-02 18:47:45","2026-02-02 18:47:45","","457-477","","6","25","","","","","","","","Springer","Dordrecht","eng","Springer Science + Business Media B.V. 2006","","","","","","","","","","Arendt Hannah; Philosophy; Education; Teaching; Pedagogy; Role of Education; Public sphere; Advertising; Baudrillard Jean; Commodification; Consumer Economics; Consumerism; Consumers; Consumption; Disappearance; Dominance; Educational Environment; Life Style; Postmodernism; Public life; Public schools; Purchasing; Quality of Life; Semiotics; Social Capital; Subjectivity; Theory of education; Transformation; World Views","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NMC8W9M","book","2012","Nixon, Jon","Interpretive pedagogies for higher education : Arendt, Berger, Said, Nussbaum, and their legacies","","9786613610515","","","","""Interpretive Pedagogies for Higher Education focuses on providing a humanistic perspective on pedagogy by relating it to the interpretive practices of particular public educators: thinkers and writers whose work has had an immeasurable impact on how we understand and interpret the world and how our understandings and interpretations act on that world. Jon Nixon focuses on the work of four public intellectuals each of whom reaches out to a wide public readership and develops our understanding regarding the nature of interpretation in the everyday world: Hannah Arendt's work on 'representative thinking', John Berger's injunction to 'hold everything dear', Edward Said's notion of 'democratic criticism', and Martha Nussbaum's studies in the intelligence of feeling. These thinkers provide valuable perspectives on the nature and purpose of interpretation in everyday life. The implications of these perspectives for the development of a transformative pedagogy - and for the renewal of an educated public - are examined in relation to the current contexts of higher education within a knowledge society.""–Bloomsbury Publishing.","2012","2026-02-02 18:47:45","2026-02-02 18:47:45","","","","","","","","","","","","","Continuum International Pub. Group","New York, NY","eng","","","","","","","Publication Title: Interpretive pedagogies for higher education : Arendt, Berger, Said, Nussbaum, and their legacies","","","","Arendt Hannah 1906-1975; Berger John; Education Higher – Aims and objectives; Education Higher – Philosophy; Said Edward W; Nussbaum Martha Craven 1947-","","","","","","","","","","","","","","","","","","","","","1st ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPHUXYU7","bookSection","2023","Timár, Andrea; Royer, Christof; Matei, Liviu","Hannah Arendt and Literary Pedagogy","Open Society Unresolved","978-963-386-589-7","","","","The university is a ""public thing,"" a necessary condition of democratic life. Public things, as Bonnie Honig argues, ""are part of the 'holding environment' of democratic citizenship; they furnish the world of democratic life"" (Honig 2017, 5). Public things are the things we build, use, and maintain collectively, that interpellate, constitute, and affect us, and without which there would be nothing to debate, constellate around, or agonistically contest. Public things also ""press us into relations with others. They are sites of attachment and meaning"" (Honig 2017, 6). The significance of the public university as a public thing is especially relevant in societies where only a few universities remain truly ""public,"" in the sense understood by Honig.","2023","2026-02-02 18:47:45","2026-02-02 18:47:45","","94-104","","","","","","","","","","","Central European University Press","","eng","2023 by the contributors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSJUEMKJ","book","1970","Commission, Appalachian Regional","Teachers in Appalachia","","","","","","","1970","2026-02-02 19:04:07","2026-02-02 19:04:07","","","","","","","","","Appalachian research report ; no. 12","","","","Arthur D. Little, Inc","Washington?","eng","","","","","","","LCCN: 78610181","","","","Teachers – Appalachian Region","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXHY6GMD","book","2019","Catte, Elizabeth; Chasman, Deborah; Cohen, Joshua; Kazin, Michael; Isenberg, Nancy; Moser, Bob; Henderson, Ash-Lee Woodard; Kamarck, Elaine C; Stoller, Matt; Wilkerson, Jessica; Ryan, Hugh; Teixeira, Ruy; Baxter, Thomas; Themba, Makani N.; Buer, Lesly-Marie; Barber, William J.; Losier, Toussaint; McDowell, Robin","Left elsewhere : finding the future in radical rural America","","978-1-946511-40-9","","","","""""Rural spaces,"" writes Elizabeth Catte, author of What You Are Getting Wrong About Appalachia, ""are often thought of as places absent of things, from people of color to modern amenities to radical politics. The truth, as usual, is more complicated."" With activists, historians, and political scientists as guides, Left Elsewhere explores the radical politics of rural America–its past, its priorities, and its moral commitments–that mainstream progressives overlook. This volume shows how these communities are fighting, and winning, some of the left's biggest battles. From novel health care initiatives in the face of the opioid crisis to living wages for teachers, these struggles do not fall neatly into the ""puny language,"" as Rev. William Barber says, of Democrat or Republican. Instead they help us rethink the rural-urban opposition at the heart of U.S. politics. The future of the left, this collection argues, could be found elsewhere.""–Page 4 of cover","2019","2026-02-02 19:04:07","2026-02-02 19:04:07","","","","","","","","","Boston Review forum, 9","","","","Boston Review","Cambridge, MA","eng","","","","","","","Publication Title: Left elsewhere : finding the future in radical rural America LCCN: 2018287697","","","","United States; Poverty; Appalachian Region; Farmers – Political activity – United States – 21st century; Poverty – United States; Radicalism – United States – 21st century; Rural lower-income people – Political activity – Appalachian Region; Rural lower-income people – United States – Interviews; Rural poor; United States – Rural conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LFQLH3ZW","document","2008","Williams, Tiffany Danielle","The experience of African-American teachers in rural communities in southern Appalachia","","","","","","","2008","2026-02-02 19:04:07","2026-02-02 19:04:07","","","","","","","","","","","","","Thesis (M.A.)–Western Carolina University, 2008","","eng","","","","","","","Publication Title: The experience of African-American teachers in rural communities in southern Appalachia","","","","African American teachers – Appalachian Region Southern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5XFTWJH","book","2021","CASSIDY, KIMBERLY DIANNE.","CREATING DIVERSE EXPERIENCES FOR RURAL APPALACHIAN PRE-SERVICE TEACHERS.","","1-6684-4369-4","","","","","2021","2026-02-02 19:04:07","2026-02-02 19:04:07","","","","","","","","","","","","","IGI GLOBAL","S.l","eng","","","","","","","","","","","Appalachian Region; Multicultural education; Multicultural education – Appalachian Region; Teachers – Training of; Teachers – Training of – Appalachian Region","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5PC6LELU","book","1976","Calestro, Peggy; Hill, Ann.","Appalachian culture : a guide for students and teachers","","","","","","","1976","2026-02-02 19:04:08","2026-02-02 19:04:08","","","","","","","","","","","","","Ohio State University Research Foundation","Columbus","eng","","","","","","","Publication Title: Appalachian culture : a guide for students and teachers","","","","Appalachian Region – History – Study and teaching; Appalachian Region – Social conditions – Study and teaching; Appalachian Region – Social life and customs – Study and teaching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5RDRWHT","book","2011","Reed, Betty Jamerson.","School segregation in western north carolina A history, 1860s-1970s.","","978-0-7864-8708-0","","","http://link.overdrive.com/?websiteID=130221&titleID=706746","Although African Americans make up a small portion of the population of western North Carolina, they have contributed much to the area's physical and cultural landscape. This enlightening study surveys the region's segregated black schools from Reconstruction through integration and reveals the struggles, achievements, and ultimate victory of a unified community intent on achieving an adequate education for its children. The book documents the events that initially brought blacks into Appalachia, early efforts to educate black children, the movement to acquire and improve schools, and the long process of desegregation. Personnel issues, curriculum, extracurricular activities, sports, consolidation, and construction also receive attention. Featuring commentary from former students, teachers and parents, this work weighs the value and achievement of rural segregated black schools as well as their significance for educators today.","2011","2026-02-02 19:04:08","2026-02-02 19:04:08","","","","","","","","","Contributions to Southern Appalachian Studies.","","","","","","eng","","","","","","","","","","","Education; History; Nonfiction; Sociology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5FJRXHV6","book","1984","Miller, Jim Wayne","Reading, writing, region : a checklist, purchase guide, and directory for school and community libraries in Appalachia","","978-1-4696-4130-0","","","","Published in 1984 in conjunction with the Southern Highlands Institutes for Educators (SHIE), this report was intended to acquaint elementary and secondary teachers with the history and culture of the Appalachian region, and to provide ideas for incorporating these studies into their regular school curriculum. Funded in-part by the National Endowment for the Humanities, Miller's guide synthesized materials and resources on the Appalachian region for teachers. This report updated Miller's Laurel Leaves report first published back in 1978.","1984","2026-02-02 19:04:08","2026-02-02 19:04:08","","","","","","","","","Appalachian Consortium Press Publications","","","","Appalachian Consortium Press","Boone, North Carolina","eng","","","","","","","Publication Title: Reading, writing, region : a checklist, purchase guide, and directory for school and community libraries in Appalachia","","","","Best books – Appalachian Region Southern; Public libraries – Appalachian Region Southern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZP5Z3DYM","book","2015","Corbin, Wilford; Corbin, Jackie D","The boys of Battle Branch : growing up in Appalachia shaped our lives","","978-1-4951-5650-2","","","","The boys of Battle Branch presents ""the simple way of life, hard work, unusual practices and memorable experiences of rural Appalachian mountain people. Each of the non-fiction short stories represents an experience of Wilford Corbin, now age 87, who grew up in the early to middle twentieth century in mountainous Macon County, located in Western North Carolina""–Back cover","2015","2026-02-02 19:04:08","2026-02-02 19:04:08","","","","","","","","","","","","","Western Carolina University Print Shop","Cullowhee, NC","eng","","","","","","","Publication Title: The boys of Battle Branch : growing up in Appalachia shaped our lives","","","","Appalachians (People) – Social life and customs – 20th century; Corbin Wilford – Childhood and youth; Country life – Appalachian Region Southern; Families – North Carolina – Macon County; Macon County (N.C.)$$QMacon County (N.C.) – Biography; Teachers – North Carolina – Macon County; World War 1939-1945 – North Carolina – Macon County","","","","","","","","","","","","","","","","","","","","","Second edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"362M5FU3","book","2012","Lewis, Helen Matthews.","Helen Matthews Lewis : living social justice in Appalachia","","1-280-12390-7","","","","Often referred to as the leader of inspiration in Appalachian studies, Helen Matthews Lewis linked scholarship with activism and encouraged deeper analysis of the region. Lewis shaped the field of Appalachian studies by emphasizing community participation and challenging traditional perceptions of the region and its people. Helen Matthews Lewis: Living Social Justice in Appalachia, a collection of Lewis's writings and memories that document her life and work, begins in 1943 with her job on the yearbook staff at Georgia State College for Women with Mary Flannery O'Connor. Editors Patricia D.","2012","2026-02-02 19:04:08","2026-02-02 19:04:08","","","","","","","","","","","","","University Press of Kentucky","Lexington, Ky","eng","","","","","","","Publication Title: Helen Matthews Lewis : living social justice in Appalachia","","","","Appalachian Region Southern – Social conditions – 20th century; Appalachian Region Southern – Study and teaching (Higher) – History – 20th century; Community life – Appalachian Region Southern – History – 20th century; East Tennessee State University – Faculty$QEast Tennessee State University – Faculty – Biography; Lewis Helen Matthews; Political activists – Appalachian Region SouthernQPolitical activists – Appalachian Region Southern – Biography; Social justice – Appalachian Region Southern – History – 20th century; Social movements – Appalachian Region Southern – History – 20th century; Women college teachers – Tennessee EastQWomen college teachers – Tennessee East – Biography; Women political activists – Appalachian Region Southern$QWomen political activists – Appalachian Region Southern – Biography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPM7XW5H","preprint","","","","","","","","","","","2026-02-16 14:01:22","2026-02-16 14:01:22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
